"""name""","""experience""","""domains""","""feedback""","""languages""","""jurisdiction""","""charge""","""disposal_days""","""firm""","""location""","""pro bono""","""demographics""","""gender"""
"""Anahita Mammen""","""28""","""Tax Law Family Law Corporate Law""","""5.0""","""malayalam, marathi, urdu""","""High Court""","""302.31251661905605""","""75.18201134790343""","""Sur-Raval""","""Hyderabad""","""no""","""Individuals""","""female"""
"""Samiha Ben""","""23""","""Intellectual Property Law Corporate Law Environmental Law""","""5.0""","""hindi, odia, telugu""","""High Court""","""92.775441574654""","""100.84556909369796""","""Gera Group""","""Mumbai""","""yes""","""Large Corporations""","""female"""
"""Ahana  Samra""","""14""","""Family Law Consumer Protection Law Family Law""","""1.0""","""punjabi, tamil""","""Supreme Court""","""140.21107149486153""","""91.282699944594""","""Deshmukh Ltd""","""Delhi""","""no""","""Small Businesses""","""female"""
"""Divyansh Sekhon""","""24""","""Human Rights Law Intellectual Property Law Media Entertainment Law""","""3.0""","""bengali, odia, punjabi""","""District Court""","""236.05959501957204""","""64.26437522042806""","""Rao-Dayal""","""Kolkata""","""no""","""Large Corporations""","""male"""
"""Navya Hayer""","""2""","""Corporate Law Consumer Protection Law Labor Law""","""""","""gujarati, marathi, punjabi""","""High Court""","""142.79122215580048""","""""","""Dash LLC""","""Kolkata""","""no""","""Small Businesses""","""female"""
"""Yuvaan Walia""","""13""","""Banking Finance Law Consumer Protection Law Media Entertainment Law""","""5.0""","""assamese, bengali, punjabi""","""Supreme Court""","""444.4522208549229""","""82.43806989522504""","""Mann-Sampath""","""Chennai""","""yes""","""Small Businesses""","""male"""
"""Purab Datta""","""26""","""Constitutional Law Immigration Law Medical Law""","""3.0""","""marathi, telugu""","""Supreme Court""","""121.22881522659414""","""88.90713466738417""","""Agate-Vasa""","""Kolkata""","""yes""","""Individuals""","""male"""
"""Khushi Johal""","""14""","""Tax Law Consumer Protection Law Consumer Protection Law""","""2.0""","""gujarati, marathi, urdu""","""High Court""","""255.04736969889137""","""118.33918193255994""","""Rattan""","""Kolkata""","""yes""","""Large Corporations""","""female"""
"""Nehmat Behl""","""27""","""Banking Finance Law Constitutional Law Criminal Law""","""4.0""","""hindi, tamil, telugu""","""High Court""","""322.56465820694405""","""93.57256959209442""","""Reddy Ltd""","""Delhi""","""no""","""Individuals""","""male"""
"""Samarth Das""","""24""","""Banking Finance Law Intellectual Property Law Human Rights Law""","""4.0""","""gujarati, malayalam""","""Specialized Court""","""361.33875867238""","""77.38842165152062""","""Raval""","""Delhi""","""no""","""Large Corporations""","""male"""
"""Indrans Upadhyay""","""19""","""Intellectual Property Law Intellectual Property Law Banking Finance Law""","""2.0""","""bengali, gujarati, odia""","""District Court""","""222.381216376928""","""93.30946206460744""","""Ranganathan-Ahuja""","""Chennai""","""no""","""Individuals""","""male"""
"""Aaina Kurian""","""7""","""Corporate Law Criminal Law Labor Law""","""1.0""","""punjabi, telugu, urdu""","""Specialized Court""","""441.09458092612783""","""84.71868378819178""","""Mall-Tiwari""","""Hyderabad""","""no""","""Individuals""","""female"""
"""Shamik Wali""","""3""","""Media Entertainment Law Real Estate Law Labor Law""","""2.0""","""bengali, gujarati, malayalam""","""Supreme Court""","""305.7436179850665""","""94.87137359300311""","""Bhardwaj and Sons""","""Mumbai""","""no""","""Individuals""","""male"""
"""Rhea Balan""","""15""","""Civil Law Immigration Law Constitutional Law""","""2.0""","""kannada, punjabi""","""High Court""","""247.7785012013983""","""98.70851530553422""","""Koshy-Bajwa""","""Chennai""","""no""","""Large Corporations""","""female"""
"""Vihaan Bhagat""","""23""","""Real Estate Law Consumer Protection Law Constitutional Law""","""""","""punjabi, urdu""","""Specialized Court""","""80.25828532341649""","""""","""Randhawa Ltd""","""Bangalore""","""no""","""Individuals""","""female"""
"""Alia Choudhury""","""14""","""Banking Finance Law Environmental Law Environmental Law""","""1.0""","""hindi, kannada""","""Supreme Court""","""259.1102608003242""","""89.63570256494961""","""Luthra-Shroff""","""Kolkata""","""no""","""Small Businesses""","""female"""
"""Romil Iyer""","""11""","""Labor Law Corporate Law Banking Finance Law""","""3.0""","""gujarati, malayalam""","""District Court""","""419.3311283670786""","""114.5844079139975""","""Buch""","""Mumbai""","""no""","""Large Corporations""","""female"""
"""Jiya Shah""","""15""","""Medical Law Human Rights Law Consumer Protection Law""","""3.0""","""bengali, kannada, telugu""","""High Court""","""326.54345819959195""","""103.62033993804286""","""Dora Group""","""Hyderabad""","""yes""","""Small Businesses""","""female"""
"""Kartik Thaker""","""28""","""Immigration Law Labor Law Criminal Law""","""1.0""","""kannada, punjabi, urdu""","""Specialized Court""","""424.47310417810326""","""79.38840682781718""","""Sampath""","""Hyderabad""","""no""","""Individuals""","""male"""
"""Zeeshan Char""","""13""","""Corporate Law Criminal Law Environmental Law""","""4.0""","""gujarati, odia, punjabi""","""District Court""","""272.3052517696875""","""123.14783498622695""","""Gole-Dass""","""Delhi""","""yes""","""Individuals""","""female"""
"""Vanya Baral""","""18""","""Family Law Intellectual Property Law Constitutional Law""","""4.0""","""assamese, gujarati, hindi""","""Specialized Court""","""103.30776729251684""","""94.90491769905148""","""Bali""","""Bangalore""","""no""","""Small Businesses""","""male"""
"""Vaibhav Thakur""","""26""","""Environmental Law Intellectual Property Law Tax Law""","""2.0""","""hindi, malayalam, urdu""","""Supreme Court""","""56.137930626146485""","""77.47313244041648""","""Yadav LLC""","""Hyderabad""","""yes""","""Individuals""","""female"""
"""Priyansh Raval""","""6""","""Family Law Tax Law Banking Finance Law""","""5.0""","""marathi, punjabi, urdu""","""District Court""","""186.44879602336604""","""114.79369576845632""","""Luthra-Char""","""Bangalore""","""no""","""Large Corporations""","""male"""
"""Ritvik Gopal""","""3""","""Corporate Law Immigration Law Corporate Law""","""2.0""","""assamese, gujarati, kannada""","""Specialized Court""","""364.0957121740066""","""121.16666377797668""","""Bava-Saran""","""Kolkata""","""yes""","""Small Businesses""","""female"""
"""Hunar Dara""","""19""","""Family Law Consumer Protection Law Environmental Law""","""""","""marathi, odia, telugu""","""District Court""","""405.6169567737622""","""""","""Mand""","""Delhi""","""no""","""Large Corporations""","""male"""
"""Anay Dutt""","""15""","""Banking Finance Law Medical Law Civil Law""","""5.0""","""malayalam, punjabi, tamil""","""Supreme Court""","""183.08877557914823""","""82.44524609436606""","""Sharaf Ltd""","""Mumbai""","""no""","""Large Corporations""","""female"""
"""Rohan Arya""","""25""","""Real Estate Law Immigration Law Environmental Law""","""1.0""","""hindi, kannada, urdu""","""District Court""","""273.04426439746123""","""87.41437563819507""","""Bhat PLC""","""Delhi""","""no""","""Large Corporations""","""male"""
"""Suhana Ghosh""","""23""","""Family Law Tax Law Medical Law""","""4.0""","""bengali, punjabi, tamil""","""Specialized Court""","""239.50350699533672""","""100.7209759127655""","""Savant""","""Kolkata""","""yes""","""Individuals""","""male"""
"""Dharmajan Sandhu""","""5""","""Media Entertainment Law Banking Finance Law Criminal Law""","""2.0""","""bengali, gujarati, telugu""","""Supreme Court""","""234.73525295814247""","""109.16784982545772""","""Barad-Bassi""","""Hyderabad""","""no""","""Individuals""","""male"""
"""Samar Kurian""","""28""","""Tax Law Human Rights Law Criminal Law""","""5.0""","""kannada, malayalam, telugu""","""High Court""","""154.1069209400677""","""98.5573099629536""","""Wason LLC""","""Bangalore""","""yes""","""Small Businesses""","""male"""
"""Kanav Khatri""","""10""","""Labor Law Immigration Law Media Entertainment Law""","""3.0""","""odia, telugu""","""Specialized Court""","""111.36699726325628""","""91.52584812707654""","""Sampath Inc""","""Kolkata""","""yes""","""Small Businesses""","""male"""
"""Manikya Chaudhari""","""7""","""Family Law Intellectual Property Law Tax Law""","""2.0""","""gujarati, odia, urdu""","""Specialized Court""","""138.5098512040459""","""112.47017655456642""","""Chaudhuri-Mane""","""Hyderabad""","""yes""","""Large Corporations""","""female"""
"""Rasha Bhandari""","""25""","""Labor Law Constitutional Law Human Rights Law""","""4.0""","""assamese, kannada, punjabi""","""Supreme Court""","""74.89957422350574""","""85.30745290422716""","""Borde-Kumar""","""Chennai""","""yes""","""Individuals""","""female"""
"""Hansh Iyer""","""17""","""Human Rights Law Family Law Immigration Law""","""1.0""","""bengali, odia, telugu""","""Supreme Court""","""139.1588338206097""","""105.4637900755036""","""Ram Ltd""","""Bangalore""","""yes""","""Individuals""","""male"""
"""Biju Lata""","""7""","""Intellectual Property Law Intellectual Property Law Immigration Law""","""""","""marathi, odia, tamil""","""High Court""","""54.14040393142076""","""""","""Boase PLC""","""Kolkata""","""no""","""Individuals""","""female"""
"""Oorja Lalla""","""22""","""Criminal Law Criminal Law Constitutional Law""","""2.0""","""kannada, tamil""","""Specialized Court""","""332.26628028619024""","""96.4653443701634""","""Dada""","""Mumbai""","""yes""","""Small Businesses""","""male"""
"""Advik Mannan""","""26""","""Real Estate Law Real Estate Law Civil Law""","""5.0""","""assamese, marathi, telugu""","""Supreme Court""","""192.3689333244573""","""88.29656152814323""","""Kakar-Sha""","""Mumbai""","""yes""","""Individuals""","""male"""
"""Ryan Ranganathan""","""12""","""Medical Law Banking Finance Law Constitutional Law""","""3.0""","""gujarati, malayalam, punjabi""","""High Court""","""487.9151201421089""","""89.16221726020784""","""Shanker""","""Hyderabad""","""yes""","""Large Corporations""","""male"""
"""Yuvaan Sha""","""25""","""Banking Finance Law Tax Law Intellectual Property Law""","""3.0""","""gujarati, hindi, kannada""","""High Court""","""137.17267284933405""","""84.33920223806685""","""Raju Inc""","""Hyderabad""","""yes""","""Large Corporations""","""male"""
"""Abram Sidhu""","""17""","""Criminal Law Corporate Law Intellectual Property Law""","""1.0""","""bengali, telugu, urdu""","""Supreme Court""","""205.6228566393173""","""110.17281046771042""","""Ray Inc""","""Mumbai""","""no""","""Large Corporations""","""male"""
"""Akarsh Lalla""","""13""","""Banking Finance Law Labor Law Family Law""","""4.0""","""kannada, punjabi, telugu""","""Specialized Court""","""211.02852138868997""","""79.00610942837197""","""Srinivasan and Sons""","""Chennai""","""no""","""Individuals""","""male"""
"""Misha Krish""","""20""","""Media Entertainment Law Corporate Law Intellectual Property Law""","""1.0""","""bengali, punjabi""","""District Court""","""53.80317322810724""","""78.89651621176938""","""Bir""","""Delhi""","""no""","""Large Corporations""","""female"""
"""Sumer Wadhwa""","""25""","""Intellectual Property Law Medical Law Immigration Law""","""2.0""","""assamese, hindi, odia""","""District Court""","""427.6435788677565""","""121.81490348767664""","""Mander-Gole""","""Mumbai""","""yes""","""Large Corporations""","""male"""
"""Jivin Hayer""","""4""","""Banking Finance Law Intellectual Property Law Human Rights Law""","""2.0""","""hindi, marathi, punjabi""","""High Court""","""64.39750706494613""","""104.66771346981496""","""Sahota Group""","""Hyderabad""","""yes""","""Small Businesses""","""female"""
"""Vanya Bandi""","""10""","""Human Rights Law Criminal Law Media Entertainment Law""","""""","""bengali, malayalam, odia""","""District Court""","""473.0809256281586""","""""","""Mahajan-Bhargava""","""Hyderabad""","""no""","""Small Businesses""","""male"""
"""Ojas Thakkar""","""3""","""Real Estate Law Consumer Protection Law Corporate Law""","""4.0""","""bengali, odia, urdu""","""District Court""","""451.4334579921293""","""81.52111891184394""","""Randhawa Ltd""","""Chennai""","""no""","""Individuals""","""male"""
"""Advika Ahluwalia""","""9""","""Corporate Law Intellectual Property Law Intellectual Property Law""","""5.0""","""gujarati, malayalam, tamil""","""Supreme Court""","""290.9848622386836""","""62.82015993656918""","""Handa-Ravel""","""Mumbai""","""yes""","""Individuals""","""female"""
"""Mahika Dass""","""13""","""Corporate Law Real Estate Law Constitutional Law""","""4.0""","""hindi, malayalam""","""High Court""","""294.6180087100814""","""75.73963959877118""","""Bhalla Inc""","""Chennai""","""no""","""Individuals""","""female"""
"""Aaryahi Sama""","""18""","""Labor Law Constitutional Law Labor Law""","""2.0""","""hindi, punjabi, tamil""","""Specialized Court""","""344.2000653302704""","""42.9222800064894""","""Banik""","""Mumbai""","""yes""","""Individuals""","""female"""
"""Stuvan Rajagopal""","""15""","""Intellectual Property Law Human Rights Law Criminal Law""","""5.0""","""bengali, marathi, odia""","""High Court""","""224.17250537069916""","""87.94515633459086""","""Ganesh Inc""","""Delhi""","""yes""","""Individuals""","""male"""
"""Sumer Wable""","""4""","""Labor Law Environmental Law Corporate Law""","""4.0""","""hindi, marathi, urdu""","""Supreme Court""","""341.250027529035""","""72.87087271258032""","""Varma-Sahota""","""Kolkata""","""no""","""Small Businesses""","""male"""
"""Aaina Gopal""","""15""","""Human Rights Law Labor Law Corporate Law""","""4.0""","""hindi, kannada, odia""","""District Court""","""70.1457749098191""","""90.89857885194658""","""Issac""","""Mumbai""","""yes""","""Small Businesses""","""female"""
"""Yashvi Ram""","""22""","""Immigration Law Real Estate Law Environmental Law""","""5.0""","""bengali, malayalam, marathi""","""Specialized Court""","""74.32143230737695""","""65.62318111676213""","""Ramachandran Inc""","""Kolkata""","""no""","""Small Businesses""","""female"""
"""Akarsh Kannan""","""2""","""Family Law Tax Law Constitutional Law""","""2.0""","""punjabi, tamil""","""High Court""","""255.75368882879496""","""91.2436777975806""","""Talwar LLC""","""Mumbai""","""yes""","""Large Corporations""","""male"""
"""Samar Lanka""","""15""","""Constitutional Law Consumer Protection Law Criminal Law""","""""","""assamese, gujarati""","""District Court""","""297.3300354977157""","""""","""Tara""","""Delhi""","""no""","""Large Corporations""","""male"""
"""Indrans Goel""","""8""","""Immigration Law Tax Law Immigration Law""","""5.0""","""bengali, malayalam, telugu""","""High Court""","""449.5179381511185""","""112.52929447782893""","""Sem""","""Hyderabad""","""yes""","""Small Businesses""","""male"""
"""Lakshit Balakrishnan""","""8""","""Family Law Intellectual Property Law Corporate Law""","""2.0""","""kannada, urdu""","""Specialized Court""","""97.09728525855331""","""111.17035292618438""","""Mani-Kuruvilla""","""Kolkata""","""yes""","""Small Businesses""","""female"""
"""Shanaya Mangat""","""17""","""Real Estate Law Criminal Law Family Law""","""5.0""","""malayalam, telugu""","""High Court""","""420.1915672372502""","""101.78018404515424""","""Master LLC""","""Chennai""","""yes""","""Individuals""","""male"""
"""Anahita Sagar""","""12""","""Labor Law Real Estate Law Medical Law""","""5.0""","""assamese, bengali, malayalam""","""High Court""","""144.5213017814313""","""85.10079329008181""","""Srinivas Group""","""Mumbai""","""yes""","""Small Businesses""","""female"""
"""Abram Sanghvi""","""19""","""Medical Law Civil Law Constitutional Law""","""4.0""","""bengali, kannada, malayalam""","""High Court""","""227.33764182951435""","""119.7807059289044""","""Balay""","""Hyderabad""","""yes""","""Individuals""","""male"""
"""Lakshit Ray""","""10""","""Real Estate Law Consumer Protection Law Corporate Law""","""2.0""","""malayalam, punjabi""","""District Court""","""192.47109567233585""","""66.70447083240269""","""Dubey Inc""","""Mumbai""","""no""","""Small Businesses""","""female"""
"""Kanav Dyal""","""9""","""Human Rights Law Media Entertainment Law Civil Law""","""4.0""","""bengali, tamil, urdu""","""Specialized Court""","""230.06987278942955""","""68.94662055654506""","""Vasa Group""","""Chennai""","""no""","""Individuals""","""male"""
"""Anika Shan""","""5""","""Consumer Protection Law Medical Law Consumer Protection Law""","""1.0""","""assamese, kannada, telugu""","""Specialized Court""","""117.7229741326635""","""88.74325350166403""","""Joshi""","""Delhi""","""yes""","""Small Businesses""","""female"""
"""Zain Doctor""","""6""","""Consumer Protection Law Criminal Law Environmental Law""","""1.0""","""bengali, hindi""","""District Court""","""276.60653348159974""","""123.81057163381678""","""Tata-Seth""","""Bangalore""","""no""","""Individuals""","""female"""
"""Jiya Goel""","""20""","""Media Entertainment Law Constitutional Law Criminal Law""","""""","""bengali, hindi, malayalam""","""District Court""","""410.7391654241153""","""""","""Kala Ltd""","""Mumbai""","""no""","""Large Corporations""","""female"""
"""Heer Shroff""","""26""","""Media Entertainment Law Consumer Protection Law Intellectual Property Law""","""5.0""","""bengali, kannada, marathi""","""District Court""","""248.6903046705036""","""87.25132135186077""","""Setty-Kota""","""Chennai""","""no""","""Large Corporations""","""female"""
"""Zoya Chand""","""2""","""Media Entertainment Law Tax Law Corporate Law""","""4.0""","""hindi, kannada, marathi""","""Supreme Court""","""270.7761091541896""","""68.37134465832287""","""Upadhyay Group""","""Bangalore""","""no""","""Individuals""","""female"""
"""Miraya Kade""","""27""","""Consumer Protection Law Consumer Protection Law Constitutional Law""","""4.0""","""assamese, gujarati, kannada""","""High Court""","""431.9454133765914""","""104.18894377905568""","""Mallick""","""Mumbai""","""yes""","""Individuals""","""female"""
"""Akarsh Sidhu""","""24""","""Human Rights Law Environmental Law Intellectual Property Law""","""2.0""","""tamil, urdu""","""High Court""","""367.72615158711386""","""104.2976438149403""","""Anne-Aggarwal""","""Kolkata""","""no""","""Large Corporations""","""male"""
"""Manikya Bhardwaj""","""27""","""Medical Law Intellectual Property Law Consumer Protection Law""","""2.0""","""malayalam, punjabi""","""Specialized Court""","""270.7044838339031""","""101.83612802099864""","""Sule""","""Hyderabad""","""no""","""Small Businesses""","""female"""
"""Divit Solanki""","""13""","""Banking Finance Law Immigration Law Family Law""","""1.0""","""bengali, kannada, urdu""","""High Court""","""165.96304168513086""","""80.56168990728956""","""Saran Inc""","""Hyderabad""","""yes""","""Individuals""","""female"""
"""Keya Dar""","""6""","""Real Estate Law Tax Law Intellectual Property Law""","""3.0""","""gujarati, malayalam, odia""","""Supreme Court""","""448.217036080235""","""79.39939847440492""","""Gaba-Sidhu""","""Chennai""","""yes""","""Small Businesses""","""female"""
"""Akarsh Raj""","""5""","""Family Law Environmental Law Civil Law""","""2.0""","""assamese, punjabi, tamil""","""District Court""","""309.65918076075127""","""70.60316624392544""","""Vasa""","""Kolkata""","""yes""","""Large Corporations""","""male"""
"""Dhanush Sem""","""25""","""Human Rights Law Medical Law Immigration Law""","""3.0""","""assamese, kannada, marathi""","""Specialized Court""","""149.51642454981203""","""91.258087526414""","""Chaudry""","""Delhi""","""yes""","""Large Corporations""","""male"""
"""Ira Kari""","""1""","""Consumer Protection Law Banking Finance Law Corporate Law""","""""","""bengali, marathi, telugu""","""Specialized Court""","""171.10388868710464""","""""","""Sankaran and Sons""","""Bangalore""","""yes""","""Individuals""","""female"""
"""Ranbir Dhingra""","""21""","""Medical Law Labor Law Real Estate Law""","""5.0""","""gujarati, odia""","""High Court""","""411.4098900213107""","""72.33875242126066""","""Vyas-Ramachandran""","""Chennai""","""yes""","""Small Businesses""","""male"""
"""Kabir Dar""","""22""","""Intellectual Property Law Family Law Real Estate Law""","""5.0""","""bengali, punjabi""","""Specialized Court""","""69.86550293935495""","""83.64463924633986""","""Gulati""","""Mumbai""","""yes""","""Large Corporations""","""male"""
"""Lavanya Bajwa""","""21""","""Media Entertainment Law Immigration Law Intellectual Property Law""","""1.0""","""gujarati, hindi""","""District Court""","""496.441484162969""","""82.66265737223675""","""Varma and Sons""","""Hyderabad""","""yes""","""Small Businesses""","""female"""
"""Parinaaz Deol""","""6""","""Human Rights Law Intellectual Property Law Tax Law""","""1.0""","""bengali, kannada""","""Specialized Court""","""108.65825587165632""","""81.93032206767067""","""Soni-Gill""","""Mumbai""","""no""","""Large Corporations""","""female"""
"""Alia Kurian""","""6""","""Environmental Law Civil Law Criminal Law""","""3.0""","""punjabi, tamil, telugu""","""District Court""","""408.2308364286218""","""96.99666895260393""","""Chawla-Bansal""","""Bangalore""","""yes""","""Individuals""","""female"""
"""Jiya Hegde""","""23""","""Banking Finance Law Media Entertainment Law Environmental Law""","""2.0""","""bengali, gujarati, odia""","""Supreme Court""","""227.6488925472573""","""91.1857170322542""","""Kannan LLC""","""Kolkata""","""no""","""Small Businesses""","""female"""
"""Divyansh Sule""","""16""","""Family Law Media Entertainment Law Real Estate Law""","""4.0""","""hindi, malayalam, tamil""","""Supreme Court""","""271.4972824793601""","""85.67765954233323""","""Chaudhuri Group""","""Kolkata""","""yes""","""Small Businesses""","""male"""
"""Faiyaz Ben""","""4""","""Consumer Protection Law Immigration Law Tax Law""","""1.0""","""bengali, gujarati, malayalam""","""District Court""","""446.29275985906""","""92.74519392467224""","""Balay""","""Chennai""","""yes""","""Individuals""","""female"""
"""Umang Ben""","""11""","""Civil Law Labor Law Human Rights Law""","""4.0""","""bengali, tamil, telugu""","""High Court""","""235.810035315146""","""75.12709438343052""","""Rastogi""","""Chennai""","""no""","""Individuals""","""male"""
"""Charvi Virk""","""24""","""Corporate Law Criminal Law Real Estate Law""","""""","""malayalam, odia, urdu""","""Specialized Court""","""291.8721891529555""","""""","""Sidhu LLC""","""Kolkata""","""no""","""Individuals""","""female"""
"""Ishita Sangha""","""23""","""Medical Law Civil Law Tax Law""","""2.0""","""bengali, malayalam, marathi""","""High Court""","""72.18484808412647""","""92.25903739266953""","""Rege""","""Chennai""","""yes""","""Individuals""","""female"""
"""Yashvi Sha""","""9""","""Corporate Law Tax Law Media Entertainment Law""","""3.0""","""hindi, odia, tamil""","""Specialized Court""","""51.05636324035392""","""67.45429710963779""","""Chauhan-Shah""","""Kolkata""","""no""","""Large Corporations""","""female"""
"""Kismat Jayaraman""","""23""","""Immigration Law Civil Law Criminal Law""","""2.0""","""gujarati, hindi, telugu""","""Supreme Court""","""160.15994285077664""","""104.93540631555544""","""Thakur-Chand""","""Bangalore""","""no""","""Small Businesses""","""male"""
"""Kaira Devan""","""3""","""Corporate Law Real Estate Law Labor Law""","""1.0""","""bengali, gujarati, odia""","""Supreme Court""","""356.2623918134453""","""76.77849442159507""","""Korpal Ltd""","""Chennai""","""no""","""Large Corporations""","""female"""
"""Manikya Bath""","""19""","""Family Law Labor Law Real Estate Law""","""4.0""","""bengali, punjabi, tamil""","""Supreme Court""","""104.56920201161152""","""91.35464698809652""","""Madan LLC""","""Kolkata""","""no""","""Individuals""","""female"""
"""Adah Sarin""","""8""","""Tax Law Banking Finance Law Civil Law""","""2.0""","""kannada, punjabi, tamil""","""Specialized Court""","""101.19288146204724""","""107.46617610802906""","""Raval-Tripathi""","""Chennai""","""no""","""Large Corporations""","""female"""
"""Emir Bhagat""","""5""","""Labor Law Consumer Protection Law Consumer Protection Law""","""2.0""","""gujarati, kannada, punjabi""","""Supreme Court""","""234.9322736161565""","""103.88515136570804""","""Dey""","""Mumbai""","""no""","""Large Corporations""","""female"""
"""Rohan Gala""","""4""","""Family Law Media Entertainment Law Banking Finance Law""","""2.0""","""bengali, urdu""","""Supreme Court""","""341.5266673737019""","""90.51500082853254""","""Vig LLC""","""Hyderabad""","""yes""","""Small Businesses""","""male"""
"""Urvi Dixit""","""24""","""Banking Finance Law Media Entertainment Law Corporate Law""","""1.0""","""bengali, malayalam, telugu""","""Supreme Court""","""370.4323965115687""","""84.56251495676898""","""Jayaraman""","""Mumbai""","""yes""","""Small Businesses""","""male"""
"""Chirag Krishnan""","""6""","""Environmental Law Environmental Law Tax Law""","""""","""assamese, gujarati, urdu""","""Supreme Court""","""130.30280334426865""","""""","""Ghose-Dhar""","""Delhi""","""yes""","""Small Businesses""","""female"""
"""Zeeshan Vohra""","""2""","""Family Law Immigration Law Consumer Protection Law""","""2.0""","""bengali, hindi, punjabi""","""High Court""","""85.8146663174191""","""100.1204246671293""","""Kadakia""","""Kolkata""","""yes""","""Individuals""","""female"""
"""Neelofar Karpe""","""20""","""Human Rights Law Real Estate Law Corporate Law""","""1.0""","""hindi, malayalam, marathi""","""Supreme Court""","""473.1786652754949""","""80.72452469933805""","""Keer and Sons""","""Delhi""","""yes""","""Individuals""","""male"""
"""Ivana Zacharia""","""28""","""Medical Law Human Rights Law Banking Finance Law""","""4.0""","""marathi, odia""","""Supreme Court""","""167.2998721529458""","""78.07659529497464""","""Sarin and Sons""","""Kolkata""","""no""","""Small Businesses""","""female"""
"""Priyansh Wason""","""11""","""Constitutional Law Civil Law Constitutional Law""","""5.0""","""assamese, gujarati, tamil""","""High Court""","""434.0059239239257""","""58.914672274560026""","""Boase""","""Hyderabad""","""no""","""Large Corporations""","""male"""
"""Jivika Aurora""","""4""","""Medical Law Real Estate Law Constitutional Law""","""1.0""","""malayalam, punjabi""","""High Court""","""438.5711527082682""","""92.3104776252538""","""Aurora""","""Chennai""","""yes""","""Small Businesses""","""female"""
"""Ranbir Banerjee""","""15""","""Labor Law Medical Law Environmental Law""","""5.0""","""assamese, malayalam, punjabi""","""Specialized Court""","""397.635166293145""","""88.75953382472402""","""Vig PLC""","""Kolkata""","""no""","""Individuals""","""male"""
"""Mehul Edwin""","""6""","""Civil Law Corporate Law Consumer Protection Law""","""2.0""","""hindi, marathi, tamil""","""District Court""","""125.97512299365654""","""107.04287061963814""","""Mane-Kant""","""Mumbai""","""yes""","""Large Corporations""","""male"""
"""Jayant Kala""","""22""","""Corporate Law Labor Law Criminal Law""","""2.0""","""assamese, bengali, marathi""","""Supreme Court""","""419.8106566643901""","""95.3858264022055""","""Subramaniam PLC""","""Chennai""","""no""","""Individuals""","""male"""
"""Lagan Saini""","""17""","""Labor Law Media Entertainment Law Tax Law""","""1.0""","""bengali, malayalam, punjabi""","""Supreme Court""","""396.162751658714""","""110.01343791259036""","""Barad""","""Hyderabad""","""yes""","""Small Businesses""","""male"""
"""Yasmin Bandi""","""24""","""Corporate Law Environmental Law Family Law""","""""","""gujarati, kannada, malayalam""","""Supreme Court""","""318.5253455477977""","""""","""Rajan Group""","""Mumbai""","""no""","""Small Businesses""","""male"""
"""Mishti Baral""","""6""","""Immigration Law Constitutional Law Media Entertainment Law""","""2.0""","""gujarati, tamil, urdu""","""Specialized Court""","""201.74091582602875""","""107.07225496451429""","""Lanka""","""Chennai""","""yes""","""Large Corporations""","""female"""
"""Ela Chaudhry""","""19""","""Labor Law Criminal Law Constitutional Law""","""4.0""","""gujarati, urdu""","""Supreme Court""","""168.12887191994486""","""82.06625431343018""","""Dhillon Group""","""Kolkata""","""no""","""Small Businesses""","""female"""
"""Ryan Arora""","""25""","""Consumer Protection Law Civil Law Criminal Law""","""3.0""","""hindi, punjabi, telugu""","""District Court""","""104.85014543616154""","""101.66394092688408""","""Bhavsar-Bhardwaj""","""Kolkata""","""no""","""Individuals""","""male"""
"""Aaryahi Sarin""","""2""","""Banking Finance Law Labor Law Medical Law""","""3.0""","""assamese, kannada, urdu""","""High Court""","""279.3906801053921""","""68.1186241120396""","""Jha and Sons""","""Mumbai""","""yes""","""Individuals""","""female"""
"""Misha Bera""","""15""","""Banking Finance Law Constitutional Law Consumer Protection Law""","""2.0""","""assamese, kannada, tamil""","""Specialized Court""","""313.3673939794309""","""93.52702949049282""","""Krishna LLC""","""Bangalore""","""no""","""Individuals""","""female"""
"""Sana Thaker""","""11""","""Corporate Law Constitutional Law Constitutional Law""","""5.0""","""telugu""","""High Court""","""211.70254573210423""","""60.22968087831135""","""Sule Group""","""Kolkata""","""yes""","""Large Corporations""","""male"""
"""Lakshay Shroff""","""8""","""Civil Law Human Rights Law Constitutional Law""","""2.0""","""bengali, odia""","""Supreme Court""","""263.9115804563909""","""85.99293771087368""","""Swaminathan-Wali""","""Bangalore""","""yes""","""Individuals""","""female"""
"""Hazel Vala""","""26""","""Media Entertainment Law Intellectual Property Law Media Entertainment Law""","""5.0""","""kannada, punjabi, telugu""","""Supreme Court""","""213.58150581617""","""96.6053099081687""","""Gandhi-Kar""","""Chennai""","""no""","""Small Businesses""","""male"""
"""Dishani Kalita""","""19""","""Media Entertainment Law Environmental Law Family Law""","""4.0""","""hindi, odia""","""Supreme Court""","""338.45272579431554""","""82.18547173153357""","""Majumdar and Sons""","""Bangalore""","""yes""","""Large Corporations""","""female"""
"""Akarsh Bal""","""13""","""Consumer Protection Law Real Estate Law Real Estate Law""","""""","""bengali, kannada, telugu""","""District Court""","""455.5666435084535""","""""","""Kakar-Ahluwalia""","""Mumbai""","""yes""","""Individuals""","""male"""
